中药名称,成分名称,靶点名称,结合亲和力,SMILES,分子量
黄芪,黄芪甲苷,VEGFR2,-9.425912604382997,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,HER2,-11.198172962162698,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
人参,人参皂苷Rg3,PD-1,-8.934825744067323,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,CD28,-9.475472035551633,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,4-1BB,-9.502799846332532,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,GITR,-9.07101273311509,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,ICOS,-9.872372161681088,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TIM3,-11.811729669479632,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TIGIT,-11.711606715074286,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TLR7,-7.116522177321268,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TLR9,-8.093517151923045,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,STING,-9.644801726869323,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IFNAR1,-7.62490374542282,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IL-2RA,-10.652353315366335,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IL-6R,-8.11439053904525,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TNFRSF1A,-10.034575702424057,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
灵芝,灵芝三萜,CTLA-4,-7.6115640516790695,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,CD28,-7.439398336284719,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,OX40,-9.350962276578851,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,4-1BB,-11.430708326408897,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,GITR,-8.635629442911599,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,ICOS,-11.823768982878352,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,LAG3,-9.169082933987632,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TIGIT,-8.40464215049186,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR4,-11.201989816364165,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR7,-9.425751611673778,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR9,-10.390143836628033,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,STING,-9.53123894041774,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IFNAR1,-11.324715102130995,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IFNGR1,-9.779048528751423,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TNFRSF1A,-11.564836946124455,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,EGFR,-8.818479135197226,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,HER2,-8.07436793589713,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
当归,阿魏酸,CTLA-4,-9.731031380467902,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,CD28,-11.216026845790108,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,LAG3,-7.754406144744706,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TIM3,-7.020725928634509,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR4,-10.650263732068286,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR7,-9.596917803962386,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR9,-11.206781913013845,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,STING,-10.902947129785556,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IFNGR1,-8.001206220486576,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IL-2RA,-10.376121150491368,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IL-6R,-8.473972110150775,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,VEGFR2,-8.205068549834689,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,HER2,-8.276897697495754,COC1=CC(=CC=C1O)C(=O)O,194.18
枸杞,枸杞多糖,PD-L1,-9.350554665767074,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CTLA-4,-9.786687231592056,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CD28,-11.97819487379112,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,4-1BB,-11.00777410959573,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CD40,-10.188464142900946,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,ICOS,-11.478090589268957,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,LAG3,-8.165358134208821,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TIM3,-8.084613604315495,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TLR4,-9.588087824616828,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TLR9,-9.487237208529852,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,STING,-7.934405415265997,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IFNAR1,-11.650423365431728,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IFNGR1,-10.605639323554197,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IL-2RA,-8.758770342332127,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TNFRSF1A,-7.762351250073803,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,VEGFR2,-10.406707206242043,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,EGFR,-9.194638467393546,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,HER2,-9.990499073175096,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
女贞子,齐墩果酸,PD-L1,-10.766384546209334,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,CD28,-7.124185094770359,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,OX40,-11.624169450607868,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,4-1BB,-8.548745796420901,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,ICOS,-10.01800831517328,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,LAG3,-10.4416235493883,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TIM3,-9.330920668102669,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TIGIT,-7.602756141332319,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TLR4,-8.379627815328535,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IFNAR1,-11.133746242001653,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IFNGR1,-11.989452846765092,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IL-2RA,-7.354299383952006,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IL-6R,-7.7208871093398805,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TNFRSF1A,-11.53942148775354,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,VEGFR2,-10.277965470322702,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
淫羊藿,淫羊藿苷,PD-1,-8.512728673522338,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,CD28,-10.895446896132094,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,4-1BB,-11.511507142440788,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,GITR,-10.602331934648344,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,ICOS,-9.410556028189797,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TIM3,-9.762038295949814,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR4,-10.95091960972156,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR7,-10.215703238281398,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR9,-11.181873775240605,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IFNAR1,-10.302369653223526,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IFNGR1,-11.82651602558364,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IL-6R,-11.25891979493029,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TNFRSF1A,-10.946965293150575,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,VEGFR2,-9.54082302013325,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,HER2,-10.404085164564034,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
白术,白术内酯III,PD-1,-10.540726285578819,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,PD-L1,-11.07020986534237,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,CTLA-4,-8.653293651501164,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,CD28,-9.165970812396509,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,4-1BB,-9.17659800427668,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,CD40,-11.993708959393963,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,GITR,-8.535612663343862,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,ICOS,-7.388981442013506,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,LAG3,-8.684721650163894,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TIGIT,-7.912025840121189,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,TLR7,-9.455577980615857,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,STING,-7.567781505720698,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IFNAR1,-10.431529634010856,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,IL-6R,-9.014327125169542,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,VEGFR2,-7.0594744773002525,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,EGFR,-11.57680595019987,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,HER2,-8.520161249439298,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
茯苓,茯苓多糖,CD28,-9.56026228712597,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,OX40,-9.92160376269328,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,4-1BB,-7.395511804956515,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,CD40,-11.64149184192514,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,ICOS,-8.513577588576599,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,LAG3,-7.531186283293268,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TIGIT,-11.448183489209136,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TLR7,-9.764262221062953,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TLR9,-10.585192308033026,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,IFNAR1,-8.970608609994631,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,TNFRSF1A,-7.725514484444566,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,VEGFR2,-11.820493615057302,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
茯苓,茯苓多糖,EGFR,-11.190908804219866,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1500.0
甘草,甘草酸,PD-1,-8.967188675784051,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CTLA-4,-11.574816503328464,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CD28,-9.803864420952168,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,OX40,-10.525123162385363,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,4-1BB,-10.090202100588167,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,CD40,-11.203979287772553,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TIM3,-8.303803076575187,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TIGIT,-9.89978745886052,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TLR4,-8.103855855019907,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TLR7,-10.650387414750313,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,STING,-9.45524030059485,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IFNAR1,-7.9847555272353885,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,IFNGR1,-9.630985216763678,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,TNFRSF1A,-8.53445347571305,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
甘草,甘草酸,EGFR,-11.982930101633231,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,822.97
