中药名称,成分名称,靶点名称,结合亲和力,SMILES,分子量
黄芪,黄芪甲苷,IL-2RA,-11.29067048674507,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,IL-6R,-9.374298995388871,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,TNFRSF1A,-10.48833301774283,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,VEGFR2,-9.425912604382997,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,EGFR,-6.442218498724007,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
黄芪,黄芪甲苷,HER2,-11.198172962162698,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,418.38
人参,人参皂苷Rg3,PD-1,-8.934825744067323,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,PD-L1,-5.7621228199798775,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,CTLA-4,-5.202824143273247,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,CD28,-9.475472035551633,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,OX40,-5.606356350313875,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,4-1BB,-9.502799846332532,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,CD40,-5.2858625017252985,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,GITR,-9.07101273311509,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,ICOS,-9.872372161681088,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,LAG3,-6.424306520699936,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TIM3,-11.811729669479632,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TIGIT,-11.711606715074286,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TLR4,-6.354519101914455,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TLR7,-7.116522177321268,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TLR9,-8.093517151923045,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,STING,-9.644801726869323,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IFNAR1,-7.62490374542282,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IFNGR1,-5.176706731401578,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IL-2RA,-10.652353315366335,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,IL-6R,-8.11439053904525,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,TNFRSF1A,-10.034575702424057,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,VEGFR2,-5.027811290280061,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,EGFR,-5.6621773236927275,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
人参,人参皂苷Rg3,HER2,-6.147270572892658,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,784.97
灵芝,灵芝三萜,PD-1,-6.732183624084966,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,PD-L1,-6.779499135715738,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,CTLA-4,-7.6115640516790695,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,CD28,-7.439398336284719,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,OX40,-9.350962276578851,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,4-1BB,-11.430708326408897,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,CD40,-5.88019739867306,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,GITR,-8.635629442911599,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,ICOS,-11.823768982878352,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,LAG3,-9.169082933987632,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TIM3,-5.157001998134901,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TIGIT,-8.40464215049186,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR4,-11.201989816364165,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR7,-9.425751611673778,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TLR9,-10.390143836628033,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,STING,-9.53123894041774,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IFNAR1,-11.324715102130995,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IFNGR1,-9.779048528751423,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IL-2RA,-5.6456801191183805,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,IL-6R,-6.99834426456845,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,TNFRSF1A,-11.564836946124455,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,VEGFR2,-5.258702678451918,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,EGFR,-8.818479135197226,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
灵芝,灵芝三萜,HER2,-8.07436793589713,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,464.62
当归,阿魏酸,PD-1,-5.873537570088902,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,PD-L1,-5.881419350347224,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,CTLA-4,-9.731031380467902,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,CD28,-11.216026845790108,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,OX40,-6.134057695859985,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,4-1BB,-6.600360475373515,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,CD40,-6.496272960547909,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,GITR,-6.870829428587019,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,ICOS,-5.07945159653306,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,LAG3,-7.754406144744706,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TIM3,-7.020725928634509,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TIGIT,-6.1517486378448085,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR4,-10.650263732068286,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR7,-9.596917803962386,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TLR9,-11.206781913013845,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,STING,-10.902947129785556,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IFNAR1,-5.404103095157524,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IFNGR1,-8.001206220486576,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IL-2RA,-10.376121150491368,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,IL-6R,-8.473972110150775,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,TNFRSF1A,-6.608416974618525,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,VEGFR2,-8.205068549834689,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,EGFR,-5.423470118857644,COC1=CC(=CC=C1O)C(=O)O,194.18
当归,阿魏酸,HER2,-8.276897697495754,COC1=CC(=CC=C1O)C(=O)O,194.18
枸杞,枸杞多糖,PD-1,-6.696695949724095,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,PD-L1,-9.350554665767074,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CTLA-4,-9.786687231592056,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CD28,-11.97819487379112,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,OX40,-5.296778627858842,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,4-1BB,-11.00777410959573,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,CD40,-10.188464142900946,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,GITR,-5.175779696654406,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,ICOS,-11.478090589268957,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,LAG3,-8.165358134208821,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TIM3,-8.084613604315495,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TIGIT,-6.837054451853444,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TLR4,-9.588087824616828,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TLR7,-6.073995045548348,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TLR9,-9.487237208529852,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,STING,-7.934405415265997,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IFNAR1,-11.650423365431728,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IFNGR1,-10.605639323554197,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IL-2RA,-8.758770342332127,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,IL-6R,-6.78739586036568,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,TNFRSF1A,-7.762351250073803,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,VEGFR2,-10.406707206242043,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,EGFR,-9.194638467393546,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
枸杞,枸杞多糖,HER2,-9.990499073175096,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,1200.0
女贞子,齐墩果酸,PD-1,-5.339069445265869,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,PD-L1,-10.766384546209334,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,CTLA-4,-6.64636087345155,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,CD28,-7.124185094770359,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,OX40,-11.624169450607868,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,4-1BB,-8.548745796420901,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,CD40,-6.418737249734707,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,GITR,-5.068684168537935,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,ICOS,-10.01800831517328,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,LAG3,-10.4416235493883,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TIM3,-9.330920668102669,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TIGIT,-7.602756141332319,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TLR4,-8.379627815328535,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TLR7,-6.578209648689815,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TLR9,-5.302513160965436,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,STING,-6.340659884899097,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IFNAR1,-11.133746242001653,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IFNGR1,-11.989452846765092,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IL-2RA,-7.354299383952006,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,IL-6R,-7.7208871093398805,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,TNFRSF1A,-11.53942148775354,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,VEGFR2,-10.277965470322702,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,EGFR,-6.102419807918412,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
女贞子,齐墩果酸,HER2,-6.267348204915589,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,456.68
淫羊藿,淫羊藿苷,PD-1,-8.512728673522338,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,PD-L1,-5.914205098152965,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,CTLA-4,-6.733683161332383,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,CD28,-10.895446896132094,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,OX40,-5.019612148382161,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,4-1BB,-11.511507142440788,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,CD40,-5.187339260652852,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,GITR,-10.602331934648344,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,ICOS,-9.410556028189797,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,LAG3,-5.168322222047449,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TIM3,-9.762038295949814,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TIGIT,-6.318892316594646,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR4,-10.95091960972156,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR7,-10.215703238281398,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TLR9,-11.181873775240605,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,STING,-5.584979235875267,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IFNAR1,-10.302369653223526,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IFNGR1,-11.82651602558364,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IL-2RA,-6.751771916793622,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,IL-6R,-11.25891979493029,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,TNFRSF1A,-10.946965293150575,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,VEGFR2,-9.54082302013325,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,EGFR,-5.454072571177833,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
淫羊藿,淫羊藿苷,HER2,-10.404085164564034,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,676.65
白术,白术内酯III,PD-1,-10.540726285578819,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,PD-L1,-11.07020986534237,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
白术,白术内酯III,CTLA-4,-8.653293651501164,C1=CC(=C(C=C1O)C2=C(C(=O)C3=C(C(=C(C=C3C2=O)O)O)O)O)O,248.29
