中药名称,成分ID,分子式,来源药材,CNE1_IC50,CNE2_IC50,细胞凋亡率,IL2,IFNγ,TNFα,结合能,靶点ID,通路,复方配伍,口服生物利用度,半衰期,CNE1_IC50_log,CNE2_IC50_log,CNE1_IC50_scaled,CNE2_IC50_scaled,IL2_scaled,IFNγ_scaled,TNFα_scaled,结合能_scaled,通路_Hippo,通路_JAK-STAT,通路_MAPK,通路_NF-κB,通路_Notch,通路_PI3K-Akt,通路_TGF-β,通路_TNF-α,通路_Wnt,通路_mTOR,靶点ID_4-1BB,靶点ID_CD28,靶点ID_CD40,靶点ID_CTLA-4,靶点ID_GITR,靶点ID_ICOS,靶点ID_IFNAR1,靶点ID_IFNGR1,靶点ID_IL-2RA,靶点ID_IL-6R,靶点ID_LAG3,靶点ID_OX40,靶点ID_PD-1,靶点ID_PD-L1,靶点ID_STING,靶点ID_TIGIT,靶点ID_TIM3,靶点ID_TLR4,靶点ID_TLR7,靶点ID_TLR9,免疫激活评分,CNE1_抑制评分,CNE2_抑制评分,抗肿瘤活性评分,双效综合评分
红花,CMP011,C13H26O18,红花,88.20555319495752,88.04775400596974,35.86689621172188,39.97189814787407,253.44858729914597,180.33188239553218,-7.106577874192399,IFNAR1,NF-κB,单味药,81.17701656045674,18.07558373156297,1.9454959329807382,1.9447182870386845,0.3508319265247106,0.8862113909172622,0.15165002972842087,0.8723445487094974,0.7066737715949907,0.6152092148675025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,167.47056908268027,-1.9454959280570747,-1.9447182821061968,-1.9451071050816358,82.76273098879932
生地,CMP012,C16H60O18,生地,5.364589418105952,34.02209732190373,19.15737624911916,196.16161122747883,65.24295335668812,118.83134528729988,-6.354660425920074,IFNGR1,NF-κB,白术+枸杞,56.60076531918352,4.406157068052101,0.7295365695551367,1.5317610953295029,0.009405992378527944,0.33458032931060555,0.9796747015945927,0.16387431838328165,0.4424994247900244,0.7101817981109537,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,120.59506829710885,-0.7295364885993714,-1.5317610825644323,-1.1306487855819018,59.73220975576348
佩兰,CMP014,C22H61O18,佩兰,40.568160051646025,98.13381903262776,47.535101273510534,188.45505666169598,52.295690518399724,104.92487442611669,-10.571457470620292,ICOS,NF-κB,淫羊藿+延胡索,58.49670826449146,12.762730372397996,1.6081853216500104,1.9918187048550422,0.1544961922126848,0.98919554880775,0.9388191472195181,0.1151364028757113,0.3827644528880699,0.177569994423314,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.93225553370368,-1.6081853109447066,-1.9918187004295091,-1.8000020056871078,53.56612676400829
枸杞,CMP015,C48H56O19,枸杞,94.93857411116012,92.15631476558598,53.62087869624864,136.0436204904534,54.89508838602297,226.51100624781648,-7.943019967717847,TLR7,Wnt,桔梗+熟地,63.19435473702172,9.72034137381846,1.977442709307723,1.9645251041579241,0.3785818204314571,0.9281620098011044,0.6609649826779044,0.12492142348007622,0.9050352892876528,0.5095605608321443,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,130.72442337589015,-1.9774427047332443,-1.9645250994453392,-1.9709839020892916,64.37671973690043
枳实,CMP016,C35H46O9,枳实,44.77382013117594,22.15643869792093,43.12303301365284,181.2243569073683,242.88693283549847,54.87747810654286,-11.321635706199025,IFNAR1,mTOR,单味药,21.788316979661815,2.062915516133444,1.6510241599489834,1.3454999752003165,0.17182966294852445,0.21342556201760024,0.9004862911473099,0.8325868772001843,0.16778684694057755,0.08281708625549733,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,167.98532363837273,-1.651024150249242,-1.3454999555990403,-1.498262052924141,83.2435307927243
黄芪,CMP017,C20H75O19,黄芪,89.37332279492529,86.18361597682961,71.98256438569061,157.89987728579175,81.27551830744943,203.9658162006886,-6.4327057887340935,TLR9,NF-κB,木香+丹皮,63.40621860690825,23.721526420528303,1.9512079096517554,1.9354247167204999,0.35564484525910034,0.8671775373167526,0.7768338161903848,0.224226363885058,0.808192869134275,0.7003241073050671,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,141.0699153689239,-1.9512079047924253,-1.935424711681323,-1.943316308236874,69.5632995303435
赤芍,CMP018,C47H17O17,赤芍,75.42590186355064,84.14642589635015,29.411794719151835,157.75821871345462,155.6871647796747,71.22277799643872,-9.197799842410074,LAG3,JAK-STAT,单味药,22.06645264104693,9.809811725920778,1.877520517472298,1.9250356792881411,0.29816107149166776,0.8463767290385465,0.7760828269570754,0.5043371937832137,0.2379977609387015,0.3510728353840513,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,130.96916492483788,-1.8775205117144023,-1.9250356741269656,-1.901278092920684,64.5339434159586
茯苓,CMP020,C17H42O19,茯苓,245.71470373543713,18.991173624829784,28.21094197435133,72.19700671892952,147.315811004615,94.31262879735961,-4.962880111984837,ICOS,Hippo,单味药,89.99262628073674,9.04908790556423,2.3904311475031355,1.2785518271543643,1.0,0.18110650030315537,0.3224883290266621,0.4728245614941501,0.3371797606409595,0.8859736646589668,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108.87921505673273,-2.3904311457356613,-1.2785518042861372,-1.8344914750108994,53.52236179086092
赤芍,CMP021,C12H59O18,赤芍,76.92291173726784,17.611125193412423,52.50732457236522,152.10587387150431,52.069203986091345,207.53577596310498,-4.282233815727299,CD28,mTOR,香附+牛膝+桔梗,25.86638216733722,14.6182508087466,1.8860557207272923,1.245787129047675,0.3043309417014924,0.16701546230350275,0.7461174669423287,0.11428383028078375,0.823527561036179,0.9719441886562419,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128.7201765448193,-1.886055715081452,-1.245787104387441,-1.5659214097344465,63.57712756754243
桃仁,CMP022,C46H63O15,桃仁,7.826716915444411,65.1067821516237,10.885650511609716,89.81116075994724,157.2564773973143,116.87799931157438,-9.102495692039424,TLR9,PI3K-Akt,砂仁+生地+乳香,71.97131602972597,11.69209674759368,0.893579681593799,1.8136262379054606,0.019553558780944506,0.651971708606585,0.41586806468556836,0.5102446219955535,0.4341088655935533,0.36311043522339537,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,124.90933898038222,-0.8935796261050852,-1.8136262312349656,-1.3536029286700253,61.777868025856094
人参,CMP023,C47H62O20,人参,49.936343857976276,33.17640262098719,44.12849526739411,77.4167435734581,92.33867448042986,122.690026768282,-7.230759936500565,ICOS,TGF-β,黄连+女贞子+丹皮,42.51424997364154,13.769052866382799,1.6984167505482477,1.520829305973674,0.1931068114221057,0.3259453307877777,0.3501602595973776,0.2658718589630784,0.4590743151519237,0.5995241269938211,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.96750089469397,-1.6984167418512859,-1.5208292928832108,-1.6096230173672483,47.67893893866336
木香,CMP024,C44H31O13,木香,53.56127118343101,43.12487745781626,62.215480569952675,72.85034646722673,216.7993838120153,78.66536033940613,-9.988770590392468,CD28,JAK-STAT,单味药,69.08837228071604,7.359491420279852,1.7288508837933416,1.6347278840772934,0.20804681383008403,0.4275246187120223,0.3259519465724937,0.7343844404391023,0.2699672269213394,0.2511675394257029,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,132.174465566796,-1.7288508756849739,-1.6347278740066682,-1.681789374845821,65.24633809597508
灵芝,CMP025,C15H46O8,灵芝,97.45519817917105,58.34579236873854,58.81921750371361,33.993103662097695,263.16913523362433,130.35649321308802,-5.018242120011723,IL-2RA,MAPK,单味药,30.19827123943781,20.819628186432805,1.9888050134340662,1.76600954962558,0.3889539924118548,0.5829383603725288,0.11995402847053324,0.9089360082199096,0.4920054708879233,0.8789810447537643,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,154.57253315600545,-1.988805008977716,-1.7660095421821218,-1.877407275579919,76.34756294021277
木香,CMP026,C40H52O6,木香,76.67990108729323,61.02544747305331,65.35185808903935,115.82751814201058,166.320309836461,120.87089924885724,-8.458231967845373,IL-2RA,Hippo,乳香+当归+乳香,17.938685981983056,18.5429534001583,1.8846815496549634,1.7855109797099826,0.3033293823956573,0.6102990826785442,0.5537912694836764,0.5443639802808841,0.4512602886930451,0.4444855786215771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,137.53764915184473,-1.8846815439912303,-1.7855109725933698,-1.8350962582923,67.85127644677621
栀子,CMP027,C27H79O20,栀子,29.52238406977524,28.989118938116487,70.17247119383657,23.524154429161058,85.35866572480715,77.17033702984142,-5.670018039640308,IL-2RA,JAK-STAT,陈皮+白术,76.13049277200477,2.6424262476837255,1.4701514405764757,1.462235031090725,0.10897143958983412,0.28319090844474587,0.06445390568736442,0.23959672411622812,0.2635453837174759,0.7966570570271437,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,64.35181372762361,-1.4701514258657913,-1.4622350161094324,-1.4661932209876118,31.442810253317997
枳实,CMP028,C16H35O15,枳实,8.963743338030795,4.9462176341776924,40.24200649125408,71.24110083807699,90.1030126753611,36.46181835828152,-4.304711182457306,IL-2RA,mTOR,人参+生地,51.517107279008314,11.171276301664665,0.9524894611867778,0.6942733092590749,0.02423977065948046,0.03769993277822559,0.3174206863649175,0.2574560650211561,0.08868274291596018,0.9691051355291145,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,68.352080829052,-0.952489412736656,-0.694273221455733,-0.8233813170961946,33.764349755977904
半夏,CMP029,C41H30O5,半夏,69.67369372435982,29.53356174078412,76.16354776942474,164.5775466002148,165.0858900839493,121.88408852140643,-9.483862742638657,TIM3,TNF-α,桔梗+佩兰,14.336326830138288,12.924106026596762,1.843068841334853,1.470315840643789,0.27445356076524996,0.28874996278398224,0.812234834822693,0.5397172030932862,0.4556124232735031,0.31494103306021093,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,151.97284657006608,-1.8430688351015898,-1.4703158259386722,-1.6566923305201309,75.15807711977297
延胡索,CMP030,C27H68O15,延胡索,80.13205959417259,71.26849968492566,31.752509687533458,12.598148248551531,134.2373924411727,67.8046549721094,-5.268754547063716,CD28,Notch,藿香+熟地+佩兰,31.873991737061935,20.198650748263972,1.9038063107576617,1.8528976223985727,0.31755732457903074,0.7148861643084846,0.006530739659804018,0.4235929310809101,0.22331528075707163,0.8473395229532253,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.81579794266736,-1.9038063053379273,-1.8528976163047937,-1.8783519608213606,37.968722990923
佩兰,CMP031,C34H64O9,佩兰,27.450093643623575,1.2539606764991438,60.82356878294728,169.12042529522006,182.37854748735316,170.08607696790605,-8.278173199020221,TLR9,TGF-β,苍术+红花,46.42756934932009,8.400879055267861,1.4385438461679907,0.09828426381584743,0.10043057209731068,0.0,0.8363184672629574,0.6048126665866246,0.6626631160202183,0.46722829652266085,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,174.71336967387907,-1.4385438303467524,-0.09828391747778688,-0.7684138739122697,86.9724778999834
藿香,CMP032,C44H19O7,藿香,96.51761939872013,13.49838071112948,77.57475131237976,73.07899374695911,48.10208860615865,213.58426443093984,-11.202306418064172,TLR9,NF-κB,甘草+半夏,37.08489872411454,16.93220576749829,1.9846066060212024,1.1302817050835798,0.38508979653150044,0.12502212535721105,0.3271640980326671,0.09935025423379411,0.8495087242142443,0.09788923383873116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,105.23981289583315,-1.984606601521563,-1.1302816729097602,-1.5574441372156618,51.84118437930874
丹皮,CMP033,C25H78O9,丹皮,63.48494066860941,92.17198077924938,79.81981460693507,151.88560968020613,141.5120121384752,38.13413470005152,-10.244620369698586,CD28,Notch,单味药,33.469422077216706,9.62134506483224,1.8026707248861902,1.9645989253063256,0.24894684649100018,0.9283219682408292,0.7449497576154629,0.45097708204665254,0.09586614485049749,0.21885187163690523,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113.6107281694674,-1.8026707180452848,-1.9645989205945416,-1.883634819319913,55.86354667507374
栀子,CMP034,C35H50O5,栀子,46.65384142214476,26.143756601940687,27.872869571140782,11.785511976425498,245.29726155304095,226.7842145457375,-6.579112914407364,4-1BB,TNF-α,郁金+川芎+陈皮,30.0078579526161,20.441990278279768,1.668887418157839,1.4173680082065285,0.17957810039081198,0.2541382260250026,0.002222626985118707,0.8416601770048082,0.906208850154576,0.6818318340343938,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169.6898225778653,-1.6688874088489705,-1.4173679915947432,-1.5431277002218569,84.07334743882173
黄芩,CMP036,C26H63O16,黄芩,20.878684670357543,78.86476829202002,71.35224176946484,79.51293081687352,160.50253343415523,79.04392741740544,-7.03822083146667,STING,MAPK,单味药,78.81124775190574,17.65698437773692,1.3197031560123562,1.896883037187827,0.07334675576946505,0.7924481593525292,0.36127299372164406,0.5224638846174983,0.2715933543546061,0.6238432011454672,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,111.7680708439458,-1.3197031352115023,-1.896883031681002,-1.608293083446252,55.07988888024977
淫羊藿,CMP037,C19H68O8,淫羊藿,67.80881898215688,47.67620993016242,53.36828069311707,189.2021358509913,111.84175890886524,158.36931602672703,-6.818780954884468,TLR9,MAPK,半夏+白术,89.67418998040236,3.6707710566775185,1.8312861867941035,1.678301732522632,0.26676754925725515,0.4739961753305213,0.9427797153541112,0.33928812407504516,0.6123339999856923,0.6515600362761341,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,149.0081391268616,-1.8312861803894132,-1.6783017234133828,-1.754793951901398,73.6266725874801
藿香,CMP038,C18H41O7,藿香,61.94956919106448,93.96625350565188,29.581809806005204,141.1533261120371,80.83551171531724,119.5035270480846,-7.816130049665594,TIGIT,TNF-α,桃仁+豆蔻,25.184684972886366,3.809673539007066,1.7920382975676672,1.9729719162248707,0.24261887036563473,0.9466424594597578,0.6880535932990672,0.22257002892237426,0.44538676831479734,0.5255876703674556,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,110.5312606341634,-1.7920382905572152,-1.9729719116030573,-1.8825051010801364,54.32437776654163
木香,CMP039,C33H80O8,木香,21.50857966431919,22.3791838399488,70.87867987386812,72.42631515212378,138.88199491641552,226.62479337346318,-11.977315588159868,OX40,PI3K-Akt,单味药,11.188826178456708,19.16964727739934,1.3326117525542729,1.3498442633380152,0.07594284443046459,0.21569990992387567,0.3237039855280288,0.4410767997434979,0.9055240596465137,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,145.26813052424228,-1.3326117323625875,-1.3498442439318352,-1.3412279881472113,71.96345126804754
枳实,CMP040,C43H52O19,枳实,50.82585754869304,94.59614865404052,13.03555258294202,132.57650647913607,262.7546541727547,137.54103545757476,-8.335659823218544,PD-1,NF-κB,陈皮+淫羊藿+藿香,82.77606632921834,2.6902864626283614,1.7060847234598178,1.9758734596783827,0.19677290883264373,0.9530740282871106,0.6425844127611106,0.9073757600673493,0.5228665307058207,0.45996732230986015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,186.13712425011516,-1.7060847149150633,-1.975873455087345,-1.8409790850012042,92.14807258255698
佩兰,CMP041,C16H62O9,佩兰,60.937252361995974,10.818667706225156,59.12455929822463,172.03062008615925,202.2566661667655,195.70624157461356,-8.278173199020221,CD40,Hippo,枳实+栀子,43.27917202091962,3.1869743033395097,1.784882875278658,1.0341738218507366,0.23844664441293284,0.09766081185498184,0.851746583745929,0.6796406885977025,0.7727140288781273,0.46722829652266085,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,191.22372496493804,-1.7848828681517455,-1.0341737817076735,-1.4095283249297095,94.90709832000417
木香,CMP042,C45H18O13,木香,6.93811681911381,95.70583776084375,49.317836709880964,137.3025202991362,135.0264172182043,220.29773247506486,-4.470961049182162,TLR7,NF-κB,川芎+红花+淫羊藿,50.59300375744033,4.558794044740013,0.8412416705069827,1.9809384337461702,0.01589122671550274,0.9644045519236656,0.667638918370876,0.4265630895921456,0.8783462940753268,0.9481065813088104,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,161.29064271954203,-0.8412416079115462,-1.9809384292083647,-1.4110900185599555,79.93977635049104
人参,CMP043,C15H49O19,人参,18.861191124124588,70.56717851369486,31.628928218093712,74.5666847876791,21.709621033024433,130.08181675598206,-7.753730730816487,TLR4,TNF-α,甘草+人参,43.58659950116025,8.840607580694654,1.2755691389085746,1.84860275954668,0.06503173156825022,0.7077252973064299,0.33505094833504634,0.0,0.49082560357211485,0.5334691532580947,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,70.07839887630811,-1.2755691158827505,-1.8486027533923393,-1.5620859346375449,34.25815647083528
陈皮,CMP044,C44H44O16,陈皮,49.080508784208625,44.76237448308013,29.12167910553386,153.43919729699041,51.86890227085649,116.02970384850423,-9.734028239356405,IL-2RA,Notch,灵芝+栀子+桔梗,14.382556681446479,5.701731860135831,1.6909090649620362,1.6509131259309022,0.18957951917182123,0.44424434555785003,0.7531859522485084,0.11352982627274984,0.43046502912656764,0.2833433310568112,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,101.58823125199099,-1.6909090561134221,-1.6509131162286808,-1.6709110861710514,49.95866008290997
枸杞,CMP045,C29H58O12,枸杞,40.310046250482436,74.46209141007009,40.53537168586185,142.0304398698682,41.801531325212125,88.56924820917399,-8.565725709593316,TLR4,Hippo,单味药,74.10577234483617,15.216881055997526,1.6054133072230528,1.871935235876189,0.1534323858340472,0.7474944564016603,0.6927035271340007,0.0756328065968097,0.31250918235534053,0.4309083456955909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,85.9005189537975,-1.6054132964492007,-1.871935230043765,-1.7386742632464829,42.08092234527551
三七,CMP046,C50H56O15,三七,58.60510904959813,8.561558369829093,54.325726687773056,110.81491594680317,74.2930377547321,197.4136338912188,-9.191202120341117,OX40,JAK-STAT,赤芍+黄连+黄芩,22.229583120474388,18.460504741048123,1.7679354858062455,0.9325528726251229,0.22883480296764167,0.07461450949017084,0.527217443294708,0.197941924350456,0.7800480989722671,0.3519061751474135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,122.18578005329942,-1.767935478395723,-0.932552821899024,-1.3502441501473736,60.417767951576025
甘草,CMP047,C22H56O20,甘草,44.53651881784453,47.423187269110954,54.19695840178005,161.30263903877136,185.59753191268587,97.706422315718,-11.406474750613699,TLR9,Notch,桃仁+熟地+枸杞,79.14000271401913,20.671747543490078,1.648716277292595,1.6759907483164758,0.17085163446014837,0.47141267764269906,0.7948732288277183,0.6169300224248097,0.351757733908501,0.07210130458760156,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,151.94173117142117,-1.648716267541171,-1.675990739158625,-1.6623535033498982,75.13968883403564
