中药名称,成分ID,分子式,来源药材,CNE1_IC50,CNE2_IC50,细胞凋亡率,IL_2_Secretion,IFN_g_Secretion,TNF_a_Secretion,Binding_Energy,Target_ID,Pathway_Name,复方,口服生物利用度,半衰期,配伍权重,CNE1_抑制评分,CNE2_抑制评分,免疫激活评分,抗肿瘤活性评分,双效综合评分,免疫激活评分_加权,抗肿瘤活性评分_加权
枳实,CMP016,C35H46O9,枳实,44.77382013117594,22.15643869792093,43.12303301365284,181.2243569073683,242.88693283549847,54.87747810654286,-11.321635706199023,IFNAR1,mTOR,单味药,21.78831697966181,2.062915516133444,1.0,0.8177812745818246,0.7766307574725975,212.0556448714334,0.797206016027211,85.30058155818969,212.0556448714334,0.797206016027211
黄芪,CMP017,C20H75O19,黄芪,89.37332279492529,86.18361597682961,71.98256438569061,157.89987728579175,81.27551830744943,203.9658162006886,-6.4327057887340935,TLR9,NF-κB,木香+丹皮,63.40621860690825,23.721526420528303,1.0,0.636271979510212,0.13114335379072473,119.58769779662059,0.38370766665046835,48.06530371863852,119.58769779662059,0.38370766665046835
赤芍,CMP018,C47H17O17,赤芍,75.42590186355064,84.14642589635015,29.411794719151835,157.75821871345462,155.6871647796747,71.22277799643872,-7.6839755567677495,LAG3,JAK-STAT,单味药,22.06645264104693,9.809811725920778,1.0,0.6930346425472271,0.15168120336867763,156.72269174656466,0.4223579229579524,62.94249145240064,156.72269174656466,0.4223579229579524
茯苓,CMP020,C17H42O19,茯苓,245.71470373543715,18.991173624829784,28.21094197435133,72.19700671892952,147.315811004615,94.3126287973596,-4.962880111984837,ICOS,Hippo,单味药,89.99262628073674,9.04908790556423,1.0,0.0,0.808541249560893,109.75640886177226,0.4042706247804465,44.145125919577175,109.75640886177226,0.4042706247804465
赤芍,CMP021,C12H59O18,赤芍,76.92291173726784,17.611125193412423,52.50732457236522,152.10587387150431,52.06920398609135,207.53577596310495,-4.282233815727299,CD28,mTOR,香附+牛膝+桔梗,25.86638216733722,14.6182508087466,1.0,0.6869421708678398,0.8224541521252277,102.08753892879784,0.7546981614965338,41.28783446841706,102.08753892879784,0.7546981614965338
桃仁,CMP022,C46H63O15,桃仁,7.826716915444411,65.1067821516237,10.885650511609716,89.81116075994724,157.2564773973143,116.87799931157438,-9.102495692039424,TLR9,PI3K-Akt,砂仁+生地+乳香,71.97131602972597,11.69209674759368,1.0,0.9681471365105139,0.3436286033653304,123.53381907863078,0.6558878699379221,49.807060353415075,123.53381907863078,0.6558878699379221
人参,CMP023,C47H62O20,人参,49.93634385797628,33.17640262098719,44.12849526739411,77.4167435734581,92.33867448042986,,-7.230759936500565,ICOS,TGF-β,黄连+女贞子+丹皮,42.51424997364154,13.7690528663828,1.0,0.7967710393442994,0.6655334359339337,84.87770902694399,0.7311522376391165,34.38977495336106,84.87770902694399,0.7311522376391165
木香,CMP024,C44H31O13,木香,53.56127118343101,43.12487745781626,62.21548056995268,72.85034646722673,216.7993838120153,78.66536033940613,-9.988770590392468,CD28,JAK-STAT,单味药,69.08837228071604,7.359491420279852,1.0,0.7820184532338739,0.5652382883742333,144.824865139621,0.6736283708040536,58.33412307833083,144.824865139621,0.6736283708040536
灵芝,CMP025,C15H46O8,灵芝,97.45519817917103,47.54969859963669,58.81921750371361,33.993103662097695,263.1691352336244,130.35649321308802,-5.018242120011723,IL-2RA,MAPK,单味药,30.19827123943781,20.819628186432805,1.0,0.6033806821585176,0.5206296326131244,148.58111944786106,0.562005157385821,59.76965087357592,148.58111944786106,0.562005157385821
木香,CMP026,C40H52O6,木香,76.67990108729323,61.02544747305331,65.35185808903935,108.04877738807797,166.320309836461,120.87089924885724,-8.458231967845373,IL-2RA,Hippo,乳香+当归+乳香,17.938685981983056,18.5429534001583,1.0,0.687931166016605,0.3847744142098608,137.1845436122695,0.5363527901132329,55.19562911897574,137.1845436122695,0.5363527901132329
栀子,CMP027,C27H79O20,栀子,29.52238406977524,28.989118938116487,70.17247119383657,23.524154429161054,85.35866572480715,77.17033702984142,-5.670018039640308,IL-2RA,JAK-STAT,陈皮+白术,76.13049277200477,2.642426247683725,1.0,0.8798509669101358,0.7077473673893506,54.441410076984106,0.7937991671497432,22.25284353108349,54.441410076984106,0.7937991671497432
枳实,CMP028,C16H35O15,枳实,8.963743338030795,4.9462176341776924,40.24200649125408,71.24110083807699,90.1030126753611,36.46181835828152,-4.304711182457306,IL-2RA,mTOR,人参+生地,51.51710727900832,11.171276301664664,1.0,0.9635197112677387,0.9501349065440907,80.67205675671904,0.9568273089059147,32.842919088031174,80.67205675671904,0.9568273089059147
半夏,CMP029,C41H30O5,半夏,69.67369372435982,29.53356174078412,76.16354776942474,164.5775466002148,143.79811937617734,121.88408852140644,-9.483862742638657,TIM3,TNF-α,桔梗+佩兰,14.336326830138288,12.924106026596762,1.0,0.7164447521244882,0.7022585892472759,154.18783298819608,0.709351670685882,62.10074419768996,154.18783298819608,0.709351670685882
延胡索,CMP030,C27H68O15,延胡索,80.13205959417259,71.26849968492566,31.752509687533458,12.598148248551531,134.2373924411727,67.8046549721094,-5.268754547063716,CD28,Notch,藿香+熟地+佩兰,31.87399173706193,20.19865074826397,1.0,0.673881707622791,0.28150949673243,73.4177703448621,0.4776956021776105,29.653725499251408,73.4177703448621,0.4776956021776105
佩兰,CMP031,C34H64O9,佩兰,27.45009364362357,1.2539606764991438,60.82356878294728,169.12042529522006,182.3785474873532,170.08607696790605,-7.6839755567677495,TLR9,TGF-β,苍术+红花,46.42756934932009,8.400879055267861,1.0,0.8882846926687005,0.987358246048132,175.7494863912866,0.9378214693584163,70.86248743812969,175.7494863912866,0.9378214693584163
藿香,CMP032,C44H19O7,藿香,96.51761939872011,13.49838071112948,77.57475131237976,73.07899374695911,48.10208860615865,213.58426443093984,-11.202306418064172,TLR9,NF-κB,甘草+半夏,37.08489872411454,16.93220576749829,1.0,0.6071964032618848,0.8639166196382264,60.59054117655889,0.7355565114500556,24.67755037749359,60.59054117655889,0.7355565114500556
丹皮,CMP033,C25H78O9,丹皮,63.48494066860941,92.17198077924938,79.81981460693507,151.88560968020613,141.5120121384752,38.13413470005152,-7.6839755567677495,CD28,Notch,单味药,33.469422077216706,9.62134506483224,1.0,0.7416314949675779,0.0707718957179172,146.69881090934066,0.4062016953427475,58.92324538094192,146.69881090934066,0.4062016953427475
栀子,CMP034,C35H50O5,栀子,46.65384142214476,26.143756601940687,27.872869571140782,11.785511976425498,245.29726155304093,226.7842145457375,-6.579112914407364,4-1BB,TNF-α,郁金+川芎+陈皮,30.0078579526161,20.441990278279768,1.0,0.8101300381584926,0.7364327729463018,128.5413867647332,0.7732814055523972,51.88052354922472,128.5413867647332,0.7732814055523972
黄芩,CMP036,C26H63O16,黄芩,20.878684670357543,78.86476829202002,71.35224176946484,79.51293081687352,160.50253343415525,79.04392741740544,-7.6839755567677495,STING,MAPK,单味药,78.81124775190574,17.65698437773692,1.0,0.915028753456945,0.20492802134574817,120.0077321255144,0.5599783874013466,48.339079882646566,120.0077321255144,0.5599783874013466
淫羊藿,CMP037,C19H68O8,淫羊藿,67.80881898215688,47.67620993016242,53.36828069311707,189.2021358509913,111.84175890886524,158.36931602672703,-6.818780954884468,TLR9,MAPK,半夏+白术,89.67418998040236,3.6707710566775194,1.0,0.7240343457216661,0.5193542137402657,150.5219473799283,0.6216942797309659,60.5817955198099,150.5219473799283,0.6216942797309659
藿香,CMP038,C18H41O7,藿香,61.94956919106448,93.96625350565188,29.581809806005204,141.1533261120371,80.83551171531724,119.5035270480846,-7.6839755567677495,TIGIT,TNF-α,桃仁+豆蔻,25.18468497288637,3.809673539007066,1.0,0.7478800891876376,0.052683007641255775,110.99441891367717,0.4002815484144467,44.63793649451954,110.99441891367717,0.4002815484144467
木香,CMP039,C33H80O8,木香,21.50857966431919,22.3791838399488,70.87867987386812,72.42631515212378,143.79811937617734,226.6247933734632,-11.977315588159868,OX40,PI3K-Akt,单味药,11.188826178456708,19.16964727739934,1.0,0.9124652316799176,0.7743851613129541,108.11221726415056,0.8434251964964359,43.75094202355808,108.11221726415056,0.8434251964964359
枳实,CMP040,C43H52O19,枳实,50.09528869448716,94.59614865404052,13.03555258294202,108.04877738807797,262.7546541727547,137.54103545757476,-8.335659823218544,PD-1,NF-κB,陈皮+淫羊藿+藿香,82.77606632921834,2.6902864626283614,1.0,0.7961241719240981,0.046332745124542773,185.40171578041634,0.42122845852432045,74.41342338728113,185.40171578041634,0.42122845852432045
佩兰,CMP041,C16H62O9,佩兰,60.93725236199597,10.818667706225156,59.12455929822463,172.03062008615925,202.2566661667655,195.7062415746136,-7.6839755567677495,CD40,Hippo,枳实+栀子,43.27917202091962,3.1869743033395097,1.0,0.7519999762504748,0.8909320381473605,187.1436431264624,0.8214660071989177,75.35033685490431,187.1436431264624,0.8214660071989177
木香,CMP042,C45H18O13,木香,6.93811681911381,95.70583776084376,49.31783670988096,137.3025202991362,135.0264172182043,220.2977324750649,-4.470961049182162,TLR7,NF-κB,川芎+红花+淫羊藿,50.59300375744033,4.558794044740013,1.0,0.9717635260990155,0.035145459179946825,136.16446875867024,0.5034544926394812,54.76786019905179,136.16446875867024,0.5034544926394812
人参,CMP043,C15H49O19,人参,18.861191124124588,70.56717851369486,31.628928218093712,74.5666847876791,21.709621033024437,,-7.6839755567677495,TLR4,TNF-α,甘草+人参,43.58659950116025,8.840607580694654,1.0,0.9232394690370969,0.2885798378157627,48.138152910351764,0.6059096534264298,19.618806956196565,48.138152910351764,0.6059096534264298
陈皮,CMP044,C44H44O16,陈皮,49.08050878420863,44.76237448308013,29.12167910553386,153.4391972969904,51.86890227085649,116.02970384850424,-9.734028239356403,IL-2RA,Notch,灵芝+栀子+桔梗,14.38255668144648,5.701731860135831,1.0,0.8002540831375969,0.5487299282013329,102.65404978392344,0.674492005669465,41.46631511697106,102.65404978392344,0.674492005669465
枸杞,CMP045,C29H58O12,枸杞,40.31004625048244,74.46209141007009,40.53537168586185,108.04877738807797,41.801531325212125,88.56924820917399,-8.565725709593316,TLR4,Hippo,单味药,74.10577234483617,15.216881055997526,1.0,0.8359477652835763,0.2493134306446868,74.92515435664504,0.5426305979641315,30.295640101436497,74.92515435664504,0.5426305979641315
三七,CMP046,C50H56O15,三七,50.09528869448716,8.561558369829093,54.325726687773056,110.81491594680315,74.2930377547321,197.4136338912188,-9.191202120341115,OX40,JAK-STAT,赤芍+黄连+黄芩,22.229583120474388,18.460504741048123,1.0,0.7961241719240981,0.9136869948281752,92.55397685076763,0.8549055833761366,37.534534090332734,92.55397685076763,0.8549055833761366
甘草,CMP047,C22H56O20,甘草,44.53651881784453,47.42318726911096,54.19695840178005,161.30263903877136,185.59753191268587,97.706422315718,-11.4064747506137,TLR9,Notch,桃仁+熟地+枸杞,79.14000271401913,20.67174754349008,1.0,0.8187470340977342,0.5219050514859832,173.4500854757286,0.6703260427918587,69.78222981596656,173.4500854757286,0.6703260427918587
佩兰,CMP048,C34H51O13,佩兰,15.935246592868214,7.1254963100089705,17.245131408927413,180.83409845159696,116.16257723471492,182.8641540543537,-7.963607987992341,4-1BB,NF-κB,枳实+砂仁+砂仁,22.69969663852331,9.575595588330524,1.0,0.9351473625688034,0.9281645965266134,148.49833784315592,0.9316559795477084,59.95832872499099,148.49833784315592,0.9316559795477084
延胡索,CMP049,C33H54O10,延胡索,87.45468654399335,34.002841569995105,50.79176602104937,36.87139231102039,117.9498205100364,242.40867930779496,-6.412160297504952,TLR4,PI3K-Akt,川芎+木香+牛膝,73.33295662908348,19.703250027740424,1.0,0.6440803695730132,0.6572017250235354,77.4106064105284,0.6506410472982742,31.354627192590325,77.4106064105284,0.6506410472982742
黄柏,CMP050,C38H51O19,黄柏,34.83150216802327,76.84946455911414,23.44036635650704,199.99555800957543,63.384648424433344,84.51114388883612,-5.695038610628799,IFNAR1,TGF-β,三七+乳香+茯苓,40.137589665801976,4.731685878034361,1.0,0.8582441276875046,0.22524522459394325,131.69010321700438,0.5417446761407239,53.00108809248619,131.69010321700438,0.5417446761407239
栀子,CMP051,C28H25O10,栀子,53.86710382012785,31.637321759716173,66.60367097635505,99.112964956128,253.8317499631981,101.44262518288272,-4.4229586380470165,TLR9,Notch,单味药,75.3512991664992,19.4289621554856,1.0,0.7807737876438727,0.6810496175214913,176.47235745966304,0.730911702582682,71.02749000541483,176.47235745966304,0.730911702582682
生地,CMP052,C18H75O19,生地,50.09528869448716,51.82192105492589,68.173270304673,27.425578235227743,274.9413870436746,206.92526512604263,-4.9229618102559405,PD-1,Hippo,当归+桔梗,89.5620280990633,9.622991488608656,1.0,0.7961241719240981,0.47755939435159134,151.18348263945117,0.6368417831378448,60.855498125663175,151.18348263945117,0.6368417831378448
乳香,CMP053,C10H60O12,乳香,50.09528869448716,8.843351355801406,27.914674990593127,168.6429888636524,173.66518872427392,185.900174551359,-7.777827952906206,CD28,MAPK,丹皮+川芎,61.11613857382483,15.32464307184229,1.0,0.7961241719240981,0.9108461102129018,171.15408879396315,0.8534851410685,68.97372660222636,171.15408879396315,0.8534851410685
黄芩,CMP055,C38H64O15,黄芩,81.33827050291303,7.246953166190238,64.33332797923953,108.04877738807797,102.16391992900876,25.29447477989393,-10.404241330278492,PD-L1,Wnt,川芎+佩兰,12.929661722952668,15.878711472417256,1.0,0.6689727180897951,0.9269401341328662,105.10634865854337,0.7979564261113307,42.52131331908415,105.10634865854337,0.7979564261113307
黄芩,CMP056,C27H22O7,黄芩,50.12411942716524,50.2548158568691,74.70173266388746,108.66241217163898,244.32146447249667,,-11.368583951556255,IL-6R,PI3K-Akt,豆蔻+熟地,62.87353771665093,8.049404690087307,1.0,0.7960068377465345,0.493358102159428,176.49193832206782,0.6446824699529812,70.98358481079893,176.49193832206782,0.6446824699529812
桔梗,CMP057,C17H18O10,桔梗,36.96780193444725,80.30850158065482,57.55874254702829,191.0299852931255,143.79811937617734,157.77963228040102,-5.749504242052268,PD-L1,PI3K-Akt,桃仁+桃仁+牛膝,12.590825918373358,4.529077758032287,1.0,0.8495498992431045,0.19037308246361584,167.41405233465142,0.5199614908533602,67.27759782837258,167.41405233465142,0.5199614908533602
藿香,CMP058,C50H37O16,藿香,52.25678214663081,91.44070807550548,18.243269684347265,157.24325187098276,217.13058713791125,,-7.10498253789086,STING,JAK-STAT,枸杞+枳实+黄芩,45.6088954193964,3.0191870454088146,1.0,0.7873274112122485,0.07814419196747502,187.18691950444702,0.43273580158986175,75.13440928273273,187.18691950444702,0.43273580158986175
佩兰,CMP059,C32H31O10,佩兰,23.199919909349696,98.52812212628912,65.44459715277986,54.9798750145054,143.79811937617734,99.8106832444298,-7.421780743067791,TLR9,TGF-β,茯苓+乳香,89.96760351475095,17.53400217748655,1.0,0.9055818819278751,0.0066927132535171685,99.38899719534137,0.45613729759069616,40.02928125669097,99.38899719534137,0.45613729759069616
茯苓,CMP060,C48H58O6,茯苓,43.82921036171551,91.16051482374183,13.878899501244394,108.04877738807797,62.84433070685617,53.69441377417917,-9.418713990763557,GITR,Wnt,女贞子+赤芍+黄连,86.50813016345585,7.312373763910806,1.0,0.8216256101266665,0.080968948926887,85.44655404746706,0.45129727952677673,34.44939998670289,85.44655404746706,0.45129727952677673
人参,CMP061,C32H66O9,人参,9.04106263444362,94.90613854306876,63.97156581561257,60.28462248828035,79.02634631655008,149.45224257482508,-7.05513258940034,PD-1,Notch,川芎+苍术+丹皮,42.48740213956467,11.43151505796894,1.0,0.963205040247904,0.04320759456910217,69.65548440241521,0.5032063174085031,28.164117551411188,69.65548440241521,0.5032063174085031
桃仁,CMP062,C23H60O6,桃仁,51.983033274139984,11.51220942730063,26.921650265552696,33.2791627259524,145.88688335878612,,-11.59515766559768,TLR4,mTOR,柴胡+丹参+香附,35.01719366898185,18.551791628188457,1.0,0.7884415035654093,0.8839401252768,89.58302304236926,0.8361908144211047,36.33492370560037,89.58302304236926,0.8361908144211047
当归,CMP063,C16H65O16,当归,28.854277498979307,47.54969859963669,68.99947528390737,137.77891471543535,100.00954680348492,16.921690397601616,-11.140023325030342,OX40,MAPK,单味药,55.62253151048235,5.477071943417538,1.0,0.882570000653901,0.5206296326131244,118.89423075946013,0.7015998166335127,47.97865219376416,118.89423075946013,0.7015998166335127
三七,CMP064,C29H75O5,三七,56.22535198894074,37.19503094808424,20.098715155825403,124.46796072075722,132.38838359729806,24.45990294699584,-11.688688270030235,TIM3,Notch,单味药,36.2372678109221,15.100566784487594,1.0,0.771176282354356,0.6250197966410331,128.42817215902764,0.6980980394976946,51.79012768730967,128.42817215902764,0.6980980394976946
桃仁,CMP065,C38H55O18,桃仁,33.79271976431334,11.850854359640955,39.1578188602563,68.45878840523521,271.65478917278926,219.94329181827797,-6.965916155180505,IL-6R,Notch,香附+栀子+当归,48.435902697153125,13.05734365036771,1.0,0.8624717233011086,0.8805260900586898,170.05678878901224,0.8714989066798992,68.54561485961284,170.05678878901224,0.8714989066798992
甘草,CMP066,C22H46O13,甘草,41.88305086910371,21.18527658751132,45.12736532276914,126.1808313794358,152.0495298831832,214.36859378905413,-6.180783208472652,OX40,TGF-β,黄柏+木香,35.10020789902537,4.983195748718538,1.0,0.8295460131917889,0.7864214890938243,139.1151806313095,0.8079837511428065,56.130862503209485,139.1151806313095,0.8079837511428065
木香,CMP067,C26H76O11,木香,30.551416957839105,94.20706908641868,78.7582207533197,156.52311112665225,217.37226231424347,,-8.08797536390777,STING,Wnt,熟地+白术+香附,53.45527015906225,21.6024906154252,1.0,0.8756630494903795,0.05025523508276575,186.94768672044785,0.46295914228657264,75.05685017355108,186.94768672044785,0.46295914228657264
黄连,CMP068,C22H51O15,黄连,82.96721864729534,47.54969859963669,49.34126137742393,61.60807867409186,50.5834428399024,189.10937952179583,-10.08574347242963,PD-L1,TGF-β,栀子+栀子,67.3886445000195,3.3125328098790017,1.0,0.6623432892456174,0.5206296326131244,56.09576075699713,0.5914864609293708,22.793196179356478,56.09576075699713,0.5914864609293708
熟地,CMP069,C41H32O19,熟地,64.94389387113671,47.54969859963669,16.262250435806145,119.08533710332092,169.84263753020932,184.9326543869695,-4.506644961994992,4-1BB,Hippo,桔梗+藿香+黄芩,86.97051040666739,22.29891305161819,1.0,0.7356939048260527,0.5206296326131244,144.46398731676513,0.6281617687195886,58.162491987937806,144.46398731676513,0.6281617687195886
生地,CMP070,C31H53O5,生地,50.09528869448716,12.152029340995291,21.374598377781705,97.19374949614864,92.03416646426535,,-6.107056836061944,LAG3,mTOR,乳香+桔梗+陈皮,36.23413269921408,10.219164672440922,1.0,0.7961241719240981,0.8774898066392052,94.613957980207,0.8368069892816516,38.347667385651796,94.613957980207,0.8368069892816516
赤芍,CMP071,C48H25O19,赤芍,65.71465333994968,69.58409045185115,14.348703226037529,32.46272108275479,105.90577576101354,110.27290404757336,-7.979836230092883,LAG3,TNF-α,单味药,48.25455197881792,11.464509473725416,1.0,0.7325570983708605,0.29849080043505616,69.18424842188416,0.5155239494029583,27.983013738395442,69.18424842188416,0.5155239494029583
砂仁,CMP072,C11H65O13,砂仁,70.67284639043139,8.73216949259658,49.49181055914324,21.73402903576992,173.3417896390608,133.78945818176,-7.6839755567677495,OX40,PI3K-Akt,枳实+白术+黄柏,56.6518142752814,3.0916578223888203,1.0,0.7123784400524709,0.9119669856796427,97.53790933741536,0.8121727128660567,39.50246736268578,97.53790933741536,0.8121727128660567
黄芪,CMP073,C44H32O16,黄芪,74.83464380034975,58.252815240844505,13.170286190948016,75.46048464680557,37.8527753913833,248.61906021207625,-4.5233376089204285,CTLA-4,Notch,半夏+黄芩+茯苓,88.26666279392808,15.85525881623476,1.0,0.6954409212689007,0.4127265941589633,56.656630019094436,0.5540837577139319,22.995102262266133,56.656630019094436,0.5540837577139319
白术,CMP074,C25H41O7,白术,18.668889271407057,54.18859015340213,47.01897776808065,148.29304677216433,143.79811937617734,15.816224312053327,-11.818117381424267,LAG3,Notch,单味药,46.8500222838877,4.567791583686647,1.0,0.9240220915248605,0.4536999153510579,146.04558307417085,0.6888610034379592,58.831549831731124,146.04558307417085,0.6888610034379592
淫羊藿,CMP075,C45H37O18,淫羊藿,59.80047060045637,45.19766555861163,57.04165458105533,175.72035937941448,88.5255623411499,25.395631563159487,-8.488297508100315,IFNGR1,JAK-STAT,佩兰+熟地+栀子,56.08882684642296,14.281920736671283,1.0,0.7566264057813814,0.5443415587911564,132.12296086028218,0.6504839822862689,53.239474733484634,132.12296086028218,0.6504839822862689
木香,CMP076,C15H72O16,木香,50.06645796180908,97.2567332990249,75.91104868823382,137.55507970168725,240.02528687454503,89.90259746933337,-8.669402932628444,OX40,MAPK,单味药,34.05891350361182,17.27426634222336,1.0,0.7962415061016617,0.01951016840394526,188.79018328811614,0.40787583725280346,75.76079881759814,188.79018328811614,0.40787583725280346
女贞子,CMP077,C30H51O17,女贞子,54.02791809837434,83.11122223628819,13.607564037980966,81.66191524265456,189.391444987194,24.29367523864512,-11.417725373019977,IL-2RA,TGF-β,单味药,26.944621763920644,5.3705450454934205,1.0,0.7801193120435047,0.16211756728808924,135.5266801149243,0.471118439665797,54.49334310976919,135.5266801149243,0.471118439665797
厚朴,CMP078,C25H78O15,厚朴,50.09528869448716,36.566695999606,28.30931391697468,107.43514260451695,159.2376420682753,38.17293441788781,-4.149452345227386,STING,Wnt,丹参+半夏+灵芝,79.12678731755858,18.04880471047925,1.0,0.7961241719240981,0.6313543300653172,133.33639233639613,0.7137392509947076,53.76280048515528,133.33639233639613,0.7137392509947076
赤芍,CMP079,C39H62O6,赤芍,76.57270194096566,47.54969859963669,60.649056247760434,108.04877738807797,149.03211956549745,187.20147570087943,-7.6839755567677495,OX40,TGF-β,单味药,77.12547948759638,2.70959946318959,1.0,0.6883674408699121,0.5206296326131244,128.5404484767877,0.6044985367415183,51.778878512759995,128.5404484767877,0.6044985367415183
乳香,CMP080,C35H25O16,乳香,64.1351305843049,93.45646838870208,73.89260183143833,108.04877738807797,24.404894723381524,140.0699339779931,-8.70929193426067,PD-1,TGF-β,熟地+人参+佩兰,63.92263616953683,19.541857075790865,1.0,0.7389853777193583,0.057822385723506176,66.22683605572975,0.39840388172143226,26.72977675132476,66.22683605572975,0.39840388172143226
桔梗,CMP081,C24H42O20,桔梗,50.09528869448716,25.07758152509532,58.80654212690895,66.99518166458537,251.85738203974657,33.94497587254563,-4.066602357732108,PD-L1,TNF-α,单味药,60.9398460444511,17.16543845043944,1.0,0.7961241719240981,0.7471813739540483,159.42628185216597,0.7716527729390732,64.23350440462984,159.42628185216597,0.7716527729390732
